ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.001,"Fels, Donald",Black Gold,2003,Enamel on aluminum on plywood,6 ft x 32 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.003A-B,"Fels, Donald",Black Gold,2003,Silkscreen on cotton,24 in x 14 in (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.011,"Syjuco, Stephanie",Comparative Morphologies #36,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Cherry Parkes Building - next to office CP217; Institute of Technology,"(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.010,"Syjuco, Stephanie",Comparative Morphologies #17,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.009,"Syjuco, Stephanie",Comparative Morphologies #16,2001,Archival iris print on Somerset paper,15 in x 20 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 3rd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.008,"Syjuco, Stephanie",Comparative Morphologies #5,2001,Archival iris print on Somerset paper,15 in x 20 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.007,"Syjuco, Stephanie",Comparative Morphologies #46,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 3rd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.006,"Syjuco, Stephanie",Comparative Morphologies #21,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.005,"Syjuco, Stephanie",Comparative Morphologies #12,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Cherry Parkes Bldg - hallway near CP217 office; Institute of Technology,"(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.004,"Syjuco, Stephanie",Comparative Morphologies #3,2001,Archival iris print on Somerset paper,32 in x 20 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.003,"Syjuco, Stephanie",Comparative Morphologies #53,2001,Archival iris print on Somerset paper,32 in x 20 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 3rd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.002,"Syjuco, Stephanie",Comparative Morphologies LIII,2001,Archival iris print on Somerset paper,40 in x 32 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.024.012,"Syjuco, Stephanie",Comparative Morphologies #9,2001,Archival iris print on Somerset paper,20 in x 15 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244363, -122436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244374,WSAC2004.024.001,"Syjuco, Stephanie",Comparative Morphologies LII,2001,Archival iris print on Somerset paper,40 in x 32 in (sheet),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Building, 2nd floor","(47.244374, -122.43676)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.004,"Bey, Dawoud","Ricky Reyes amd Faaluaina ""Lua"" Pritchard, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.005,"Bey, Dawoud","Elliott Brown and Sophia Woolery, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.006,"Bey, Dawoud","Malachi Walker and Rai Nauman Mumtaz, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.007,"Bey, Dawoud","Adbul Ghaffaar and Sarah Malvar, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.008,"Bey, Dawoud","Clemencia Castro-Woolery and Megan Ristine, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.009,"Bey, Dawoud","Michael Wilkins and Mayor Marilyn Strickland, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.010,"Bey, Dawoud","Lyle Quasim and Father William ""Bix"" Bichsel, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.003,"Bey, Dawoud","Christine Brubaker-Holland and Mike Honey, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.002,"Bey, Dawoud","Tasha Ina Church and William ""Woody"" Hodge, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244404,WSAC2013.009.001,"Bey, Dawoud","Nicholas Karaberis and Monica Melton, from the series Stranger/Community: Tacoma",2013,Archival inkjet print mounted to Dibond backing,26 5/8 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,Power House room of Snoqualmie Library,"(47.244404, -122.437992)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244549,WSAC2008.021.000,"Lavadour, James",House,2007,Oil on wood panel,24 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Philip Hall, 2nd floor, east facing wall","(47.244549, -122.436871)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244549,WSAC2008.019.000,"Lavadour, James",Flare Up,2007,Oil on wood panel,32 in x 48 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Philip Hall, 2nd floor, east facing wall","(47.244549, -122.436871)"
Tacoma,"1900 Commerce St., MAT 004E",98466,47.244549,WSAC2008.020.000,"Lavadour, James",Intersection,2007,Oil on wood panel,24 in x 32 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Philip Hall, 2nd floor, east facing wall","(47.244549, -122.436871)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244632,WSAC2002.024.00A-D,"Gardner, Steve","The Four Elements (Earth, Water, Fire, and Air)",2003,Terra cotta with slips and glazes,45 in x 45 in x 3 in (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"South entry, Science Bldg.; Earth (A)-Ground floor - Water, Fire (B, C)-2nd floor; Air (D)-3rd floor","(47.244632, -122.437668)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.24563,WSAC2000.001.00A-L,"Goldbloom, Brian",Terminus,2002,"Granite, stainless steel, and fluorescent lights",8-12 in x up to 324 in x up to 312 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"North of Keystone Building, near Prairie Line","(47.245630, -122.437799)"
